Id1,Frequency1,Kanji1,Type1,Meaning1,Meaning2,Meaning3,Bushu1,Bushu2,Bushu3,Bushu4,Radical1,Radical2,Radical3,Radical4,Onyomi_Reading1,Onyomi_Reading2,Kunyomi_Reading1,Kunyomi_Reading2,Mnemonic,Notes
896,424,"退",Kanji,retreat,,,"艮","動",,,sort-of-good,move,,,TAI,,hi.ku,shirizo.ku,"We retreated.m because the sort.r of.r good.r enemy was in motion.r. It was a tight.o fight but retreat from nukes.k is shear.k strategy.",
897,620,"根",Kanji,root,,,"木","艮",,,tree,sort-of-good,,,KON,,ne,,"The root.m of the tree.r is sort-of-good.r because the con.o artist neglected.k to water the roots.",
898,1188,"茂",Kanji,thicket,,,"⺾","戊",,,plant,impale,,,MO,,shige.ru,,"The thicket.m of plants.r impales.r wildlife. Mow.o down the thicket and shaggy.k turf.",
899,331,"防",Kanji,prevent,,,"⻖","方",,,town,direction,,,BOU,,fuse.gu,,"Prevent.m a siege of the town.r from all directions.r. Bows.o, fuses.k, and gu.kns prevent attacks.",
900,288,"放",Kanji,hurl,,,"方","攵",,,direction,chair,,,HOU,,hou.ru,hana.tsu,"Hurl.m in that direction.r a chair.r. The hoe.o hurls horse.k shit at Hana.k.",
901,147,"改",Kanji,reform,,,"己","攵",,,self,chair,,,KAI,,arata.maru,arata.meru,"Reform.m all by him#self.r from his arm#chair.r. Kyle.o reformed Arab-American.k relations.",
902,1209,"斉",Kanji,simultaneous,,,"文","二","ﾉl",,sentence,two,"broken legs",,SAI,SEI,hito.shii,,"Simultaneously.m sentenced.r to two.r broken.r legs.r. They say.o simultaneous hits to the side.o hurt a lot.",
903,168,"済",Kanji,conclude,,,"⺡","斉",,,"water splash",simultaneous,,,SAI,ZAI,su.mu,su.masu,"They concluded.m that water.r is simultaneously.r liquid and gas. I sigh.o after concluding some.kthing else.",
904,1441,"准",Kanji,semi,,,"冫","隹",,,icicle,turkey,,,JUN,,,,"Semi-.mfrozen with icicles.r, the turkey.r didn't thaw until June.o.",
905,425,"準",Kanji,imitate,,,"准","十",,,semi,ten,,,JUN,,jun.jiru,nazora.eru,"To imitate.m is to be semi.r like something ten.r times better. In June.o I'll imitate such a thing in Nazareth.k.","Note the 'water splash',⺡, instead of 'icicle', 冫in the incorporated 'semi', 准."
906,973,"焦",Kanji,impatience,,,"隹","⺣",,,turkey,"bottom fire",,,SHOU,,ase.ru,,"Impatiently.m roast the turkey.r over the fire.r. Show.o my impatient kids the ashes to acertain.k its death.",
907,,"⻂",Radical,suit,,,"丶 ","⺭",,,bloody,clothing,,,,,,,"This suit.m is my bloody.r set of clothing.r.","This radical never appears by itself, only as a part of other characters."
908,152,"初",Kanji,first,,,"⻂","刀",,,suit,sword,,,SHO,,hatsu,haji.mete,"My first.m suit.r of armor deflected swords.r. I was first shot.o at by a hasty.k hag.k.",
909,2270,"甫",Kanji,initially,,,"十","丶 ","用",,ten,bloody,utilize,,HO,,haji.mete,,"Initially.m, she utilized.r ten.r bloody.r deodorants. I hope.o she has good hygiene.k.","Mostly used as a radical. 'Initially,' 甫, looks a lot like 'once more', 再."
910,332,"補",Kanji,supplement,,,"⻂","甫",,,suit,initially,,,HO,,ogina.u,,"Supplement.m your suit.r initially.r with a pocket square. I hope.o these supplements are the original.k brand.",
911,431,"被",Kanji,cover,,,"⻂","皮",,,suit,peel,,,HI,,kabu.ru,kabu.seru,"He covered.m his suit.r so it wouldn't peel.r. He.o in particular, covers himself in Kabul.k.",
912,782,"脱",Kanji,undress,,,"月","兑",,,organ,cash,,,DATSU,,nu.geru,nu.ru,"Undress.m and share your organs.r for cash.r. Dat's.o how you undress your nugge.kts.",
913,1066,"勉",Kanji,exert,,,"免","力",,,license,power,,,BEN,,tsuto.meru,,"Exert.m your license.r to power.r. A ben.oevolent dictator exerts himself to stimulate.k the economy.",
914,330,"難",Kanji,difficult,,,"𦰩","隹",,,hardship,turkey,,,NAN,,muzuka.shii,kata.i,"Despite the difficult.m hardship.r we had turkeys.r. The nanny.o had difficulties with her muzzle.k.",
915,848,"秀",Kanji,excellent,,,"禾","乃",,,grain,posses,,,SHUU,,hii.deru,,"The excellent.m grain.r, I possesed.r. My excellent shoes.o brought me hither.k.",
916,1147,"李",Kanji,plum,,,"木","子",,,tree,child,,,RI,,sumomo,,"The plum.m tree.r fell on the child.r. He lifted lifted the plum tree like a real.o sumo.k wrestler.",
917,363,"条",Kanji,clause,,,"夂","木",,,late,tree,,,JOU,,eda,,"A clause.m was written late.r into the tree.r-cutting contract. Joe's.o lawyer Ed.k wrote the clause.",
918,1187,"柔",Kanji,soft,,,"矛","木",,,halberd,tree,,,NYUU,,yawa.rakai,,"Softness.m punctured by a halberd.r. Not hard like a tree.r. New.o York will toughen your.k wary.k and soft soul.",
919,39,"党",Kanji,faction,,,"龸","兄",,,tiara,"older brother",,,TOU,,,,"This faction.m puts a tiara.r on their older.r brothers.r. This faction is totally.o a cult.",
920,2475,"吊",Kanji,suspend,,,"口","巾",,,mouth,textile,,,,,tsu.ru,tsu.rusu,"Suspend.m him by the mouth.r for stealing textiles.r. Suspend the stewardess.k from a wire.",
921,293,"常",Kanji,regular,,,"龸","吊",,,tiara,suspend,,,JOU,,tsune,,"A regular.m tiara.r suspended.r from a hook. A regular Joe.o can only afford stainless.k steel ones.",
922,970,"貴",Kanji,prize,,,"虫","貝",,,insect,money,,,KI,,tatto.i,,"The prize.m for killing insects.r is money.r. Keep.o the prize and tattoo.k your kills.",
923,956,"貢",Kanji,tribute,,,"工","貝",,,industry,money,,,KOU,,mitsu.gu,,"A tribute.m from industry.r in monetary.r form. Cou.orageous tributes are my.k suggestions.k.",
924,389,"質",Kanji,substance,,,"斤","斤","貝",,axe,axe,money,,SHITSU,SHICHI,tada.su,,"The substance.m of axes.r costs money.r. Those shits.o on substances looted.",
925,995,"貸",Kanji,lend,,,"代","貝",,,change,money,,,TAI,,ka.su,ka.shi,"The lenders.m change.r when it comes to money.r. They're tight.o on lending cash.k.",
926,179,"資",Kanji,investment,,,"次","貝",,,next,money,,,SHI,,,,"The investment.m is next.r to the money.r. She.o in particular, invests a lot.",
927,548,"省",Kanji,ministry,,,"少","目",,,few,eye,,,SHOU,,habu.ku,,"The ministry.m has a few.r eyes.r. They show.o the ministry the havoc.k it wreaks.",
928,338,"断",Kanji,refuse,,,L,"米","斤",,"letter L",rice,axe,,DAN,,ta.tsu,kotowa.ru,"He refused.m an L.r-shaped lantern but accepted rice.r and an axe.r. Dan.o refused to taste.k it.",
929,,"疒",Radical,disease,,,"冫","广",,,icicle,"bloody cliff",,,,,,,"The disease.m murder stabbed him with an icicle.r and throw him off a bloody.r. cliff.r.",
930,1111,"症",Kanji,illness,,,"疒","正",,,disease,correct,,,SHOU,,,,"Illness.m caused by disease.r is never correct.r. Illness shows.o up as a rash.",
931,384,"病",Kanji,sick,,,"疒","丙",,,disease,third,,,BYOU,,ya.mu,yamai,"Get sick.m from the disease.r of the third.r kind. Bio.ological sickness from yummy yams.k.",
932,1140,"柄",Kanji,pattern,,,"木","丙",,,tree,third,,,HEI,,gara,,"The pattern.m based on trees.r is third.r most popular. I hate.o guerilla.k camo pattern.",
933,876,"描",Kanji,paint,,,"⺘","苗",,,"left hand",seed,,,BYOU,,ka.ku,ega.ku,"Paint.m by hand.r a scene of flourishing seeds.r. Bio.ological stuff: pea#cocks.k and eag.kles are oft painted.",
934,1702,"猫",Kanji,cat,,,"⺘","苗",,,"left hand",seed,,,BYOU,,neko,,"The cat.m scractched my hand.r to steel my seeds.r. I'll twist that bio.ological cat's neck.k.",
935,1277,"宏",Kanji,grand,,,"宀","ナ","厶",,crown,awning,private,,KOU,,hiro.i,,"The grand.m crown.r lay under an awning.r in private.r storage. Cou.orageous, heroic.k and grand.",
936,863,"拒",Kanji,dismiss,,,"⺘",,,,"left hand",giant,,,KYO,,koba.mu,,"He dismisses.m, with a hand.r wave, all the giants.r. Dismiss a coyote.o or a cobra.k as pets.",
937,1026,"括",Kanji,tie,,,"⺘","舌",,,"left hand",tongue,,,KATSU,,kuku.ru,,"Tied.m up hands.r and tongue.r? Cats.o got your tongue tied up? You're coocoo.k.",
938,387,"武",Kanji,warrior,,,"一","弋","止",,one,ceremony,stop,,BU,,takeshi,,"The warrior.m with one.r weapon stopped.r the ceremony.r. And with a boom.o killed Takeshi.k.",
939,817,"徒",Kanji,pupil,,,"彳","走",,,loiter,run,,,TO,,,,"The pupil.m loiters.r and then runs.r away. To.o juvie's population the pupil is added.k.",
940,1157,"仙",Kanji,wizard,,,"⺅","山",,,"standing man",mountain,,,SEN,,,,"The wizard.m is the standing.r man.r of the mountains.r. The wizards were sent.o to Middle Earth.",
941,1332,"仁",Kanji,humanity,,,"⺅","二",,,"standing man",two,,,JIN,NI,,,"The humanity.m of the standing.r man.r was visible on his two.r legs. His jeans.o, ripped at the knee.k, displayed humanity.",
942,680,"余",Kanji,excess,,,"𠆢","一","ホ",,roof,one,hoe,,YO,,ama.ru,ama.ri,"Excess.m rained on the roof.r of one.r hoe.r-house. Yo.o mama's excess buys her Armani.k.",
943,717,"途",Kanji,route,,,"余","⻌",,,excess,motion,,,TO,,michi,,"The route.m is riddled with excessive.r motion.r. En route to.owards Michigan.k we go!",
944,538,"効",Kanji,efficient,,,"交","力",,,mix,power,,,KOU,,ki.ku,,"Efficiently.m mix.r with powerful.r muscles. Cow.owards don't kick.k ass efficiently.",
945,397,"助",Kanji,help,,,"且","力",,,furthermore,power,,,JO,,tasu.keru,suke,"Help.m us! Furthermore.r, grant us power.r! Jocks.o helped us with the task.k.",
946,204,"組",Kanji,organization,,,"糸","且",,,thread,furthermore,,,SO,,gumi,,"An organization.m is bound by social threads.r. Furthermore.r, they organize. So.o many gummy.k bears for the organization.",
947,1226,"祖",Kanji,ancestor,,,"⺭","且",,,clothing,furthermore,,,SO,,,,"Our ancestoral.m clothing.r is intricate. Furthermore.r, we have so.o many ancestoral ways.",
948,184,"査",Kanji,inspect,,,"木","且",,,tree,furthermore,,,SA,,,,"Inspect.m the tree.r. Furthermore.r, sadly,.o bury the inspector by it.",
949,206,"案",Kanji,proposal,,,"安","木",,,cheap,tree,,,AN,,tsukue,,"The proposal.m was for a cheap.r tree.r. Ann's.o proposal for the town square.k was denied.",
950,187,"委",Kanji,committee,,,"禾","女",,,grain,woman,,,I,,yuda.neru,,"The committee.m gave grain.r to the woman.r. I,.o and.o only.o I.o, said to the committee, #You.k donate.k!",
951,441,"姿",Kanji,shape,,,"次","女",,,next,woman,,,SHI,,sugata,,"The shape.m of the next.r woman.r, she.o in particular, is an amazingly sexy surrogate.k mom.",
952,635,"秋",Kanji,autum,,,"禾","火",,,grain,fire,,,SHUU,,aki,,"In autumn.m, the grains.r and leaves become fire.r colored. Shoes.o crush fallen acorns.k in autumn.",
953,531,"科",Kanji,course,,,"禾","斗",,,grain,"Big Dipper",,,KA,,,,"This course.m is about grain.r and the Dig.r Dipper.r, a course on Ca.onadian astrology.",
954,295,"料",Kanji,material,,,"米","斗",,,rice,"Big Dipper",,,RYOU,,,,"The material.m shortage of rice.r was predicted by Big.r Dipper.r astrologists. Then the riots.o came.",
955,827,"池",Kanji,pond,,,"⺡","也",,,"water splash",classic,,,CHI,,ike,,"Ponds.m are water.r bodies in a classical.r sense. The chi.old played in an icky.k pond.",
956,40,"地",Kanji,earth,,,"土","也",,,ground,classic,,,CHI,,,,"The earth's.m ground.r is a classical.r conductor. The chi.old is of the Earth.",
957,,"頁",Radical,page,,,"一","丶 ","貝",,one,bloody,money,,,,,,"Write a page.m, just one.r, for some bloody.r money.r","This is a radical. It never appears by itself, only as a part of other characters. "
958,1350,"頂",Kanji,summit,,,"丁","頁",,,street,page,,,CHOU,,itada.ku,,"The summit.m is reachable by street.r according to this page.r. If cho.osen, I'd.k duck.k out.k.",
959,884,"項",Kanji,matter,,,"工","頁",,,industry,page,,,KOU,,unaji,,"The matter.m is written by industry.r on this page.r. Cou.orage is the matter.",
960,433,"頭",Kanji,head,,,"豆","頁",,,bean,page,,,TOU,ZU,atama,kashira,"The head.m of a bean.r is flat like a page.r. It totally.o looks like a.k tama.kle head.",
961,708,"頼",Kanji,order,,,"束","頁",,,bundle,page,,,RAI,,tayo.ru,tano.mu,"I ordered.m bundles.r of pages.r burned. You're right.o to tire.k of my orders tantamount.k to tyranny.",
962,676,"顔",Kanji,face,,,"彦","頁",,,lad,page,,,GAN,,kao,,"The face.m of the lad.r was on the front page.r. His face gone.o due to chaos.k.",
963,138,"領",Kanji,dominion,,,"令","頁",,,command,page,,,RYOU,,eri,,"The dominion's.m commands.r are on this page.r. Riot.o against theeerie.k dominion!",
964,96,"題",Kanji,topic,,,"是","頁",,,justice,page,,,DAI,,,,"On the topic.m of justice.r, many pages.r are written. We'll die.o for this topic.",
965,254,"提",Kanji,propose,,,"⺘","是",,,"left hand",justice,,,TEI,,sa.geru,,"The purpose.m of the hand.r of justice.r. It's purpose is to take.o sagacious.k judgements.",
966,,"圣",Radical,anchor,,,"又","土",,,again,ground,,,KEI,,,,"The anchor.m, again.r, hit the ground.r and squashed the cake.o.",
967,79,"経",Kanji,pass,,,"糸","圣",,,thread,anchor,,,KEI,,he.ru,ta.tsu,"Pass.m the thread.r and tie up the anchor.r. Pass the cake.o here.k and taste.k it.",
968,790,"軽",Kanji,trifling,,,"車","圣",,,car,anchor,,,KEI,,karu.i,karo.yaka,"As they triffled.m, the car.r struck an anchor.r. Trifling over cake.o, the car.k hit a yacht.k.",
969,82,"最",Kanji,most,,,"日","取",,,sun,take,,,SAI,,motto.mo,,"The most.m sun.r I've ever taken.r burned my side.o burns the most.k.",
970,232,"係",Kanji,leader,,,"⺅","系",,,"standing man",lineage,,,KEI,,kaka.ru,,"The leader.m is the standing.r man.r because of his lineage.r. The leader gets the cake.o because he cares.k.",
971,,"耒",Radical,plough,,,"三","木",,,three,tree,,,,,,,"They ploughed.m through three.r trees.r.",
972,43,"業",Kanji,occupation,,,"业","羊","耒",,business,sheep,plough,,GYOU,,waza,,"My occupation.m is the business.r of sheep.r and ploughing.r the land. Gyoza.o and wasabi.k aren't viable occupations.","This can also be analyzed as 'business' + 'sewer lid' + 'not yet,' 业 䒑 未 ."
973,571,"易",Kanji,easy,,,"日","勿",,,sun,"must not",,,EKI,,yasa.shii,,"What is easy.m under the sun.r musn't.r be done. It's exceptionally.o easy to say yes.k.",
974,,"昜",Radical,desert,,,"易","一",,,easy,one,,,,,,,"The desert.m is not one.r of the easy.r places to live in.","This is a radical. It never appears by itself, only as a part of other characters. "
975,52,"場",Kanji,location,,,"土","昜",,,ground,desert,,,JOU,,ba,,"The location.m on the ground.r of the desert.r was Joe.o's bad.k idea for a location.",
976,373,"楽",Kanji,fun,,,"冫","白","冫","木",icicle,white,icicle,tree,GAKU,RAKU,tano.shii,tano.shimu,"It's fun.m to snap white.r icicles.r from trees.r. The perv gawks.o at her rack.o as she has fun tann.king.",
977,,"隶",Radical,slave,,,"聿","水",,,brush,water,,,,,,,"The slave.m painted the palace with a brush.r and washed it with water.r.",
978,766,"逮",Kanji,arrest,,,"隶","⻌",,,slave,motion,,,TAI,,,,"They arrest.m the slave.r on the move.r. They tied.o him up after arresting him.",
979,300,"建",Kanji,build,,,"聿","廴",,,brush,stride,,,KEN,,ta.teru,,"Build.m it based off the brush.r drawing many strides.r across. Ken.o builds buildings for tater.k tots.",
980,167,"報",Kanji,information,,,"幸","卩","又",,happiness,seal,again,,HOU,,muku.iru,,"The information.m was happily.r sealed.r again.r. The hoes.o gave muckrakers.k inside information.",
981,873,"服",Kanji,garment,,,"月","卩","又",,month,seal,again,,FUKU,,,,"My garments.m this month.r were sealed.r again.r in plastic. Fuck.o you.o garment-sniffing K-9s",
982,,"𠂉一隹",SPR,impact,,,"矢","隹",,,arrow,turkey,,,KAN,KEN,,,"The impact.m of the arrow.r struck the turkey.r.",
983,156,"権",Kanji,authority,,,"木","𠂉一隹",,,tree,impact,,,KEN,,,,"Authority.m is like a falling tree.r that impacts.r life. Ken's.o authority is absolute.",
984,,"隺",Radical,swan,,,"冖","隹",,,hat,turkey,,,KAKU,,,,"A swan.m is like a hat.r wearing turkey.r with no cock.o.",
985,252,"確",Kanji,definite,,,"石","隺",,,stone,swan,,,KAKU,,tashi.ka,,"Definitely.m as stone.r a swan.r, a pea#cock.o too, as part of the task.k.",
986,283,"疑",Kanji,doubt,,,"匕","矢","マ","疋",spoon,arrow,mammal,hiker,GI,,utaga.u,utaga.i,"He doubts.m neither spoons.r nor arrow.r can slay a mammal.r on the hike.r. The G.I..o doubts Utah.k Guards.kmen.",
987,273,"能",Kanji,talent,,,"公","月","匕","匕",public,month,spoon,spoon,NOU,,,,"A talent.m in private.r affairs every month.r leads to spooning.r. No.o talent is lonely.",
988,353,"態",Kanji,attitude,,,"能","心",,,talent,heart,,,TAI,,waza.to,,"She had an attitude.m despite her talent.r because her heart.r was tight.o and was.k broken.",
989,148,"数",Kanji,count,,,"米","女","攵",,rice,woman,chair,,SUU,,kazu,kazo.eru,"Counting.m grains of rice.r, the woman.r rested on her chair.r. Sue.o counts casually.k.",
990,1932,"奴",Kanji,fellow,,,"女","又",,,woman,again,,,DO,,yatsu,,"The fellow.m fell for a woman.r again.r. The fellow will do.o anything, even play Yahtzee.k for her.",
991,749,"努",Kanji,strive,,,"奴","力",,,fellow,power,,,DO,,tsuto.meru,,"I strive.m to be like a fellow.r with power.r. I do.o strive to stimulate.k others.",
992,111,"務",Kanji,task,,,"予","攵","力",,"before hand",chair,power,,MU,,tsuto.meru,,"The task.m before.r hand.r was to fold chairs.r with my power.r. A task for a mule.o that doesn't stimulate.k me.",
993,185,"勝",Kanji,victory,,,"月","龹","力",,month,roll,power,,SHOU,,ka.tsu,masa.ru,"Victory.m every month.r rolls.r in with power.r. I'll show.o off my victory to them cats.k.",
994,291,"藤",Kanji,wisteria,,,"⺾","月","龹","水",plant,moon,roll,water,TOU,,fuji,,"A wisteria.m plant.t is purple like a moon.r rolling.r in the night sky reflected in water.r. totally.o shimmering.","Mostly used in names."
995,1263,"疲",Kanji,tired,,,"疒","皮",,,disease,peel,,,HI,,tsuka.reru,,"Tired.m with the diseased.r skin peeling.r off, he.o in particular, was scarred.k.",
996,903,"痛",Kanji,pain,,,"疒","甬",,,disease,perimeter,,,TSUU,,ita.i,ita.mu,"Pain.m from disease.r at the perimeter.r of his rash. Stuart.o has pain on every infected item.k.",
997,302,"球",Kanji,sphere,,,"王","求",,,king,request,,,KYUU,,tama,,"The sphere.m the king.r requests.r is the globe. It's a cute.o sphere he can tame.k.",
998,740,"波",Kanji,wave,,,"⺡","皮",,,"water splash",peel,,,HA,,nami,,"Waves.m splashed.r water.r, peeling.r the beach. Ha.owaii surfer waves are nomi.knally safe.",
999,415,"義",Kanji,righteous,,,"羊","我",,,sheep,"I (formal)",,,GI,,,,"The righteous.m sheep.r follow me, myself and I.r. A righteous G.I..o follows orders.",
1000,25,"議",Kanji,discussion,,,"言","義",,,talk,righteous,,,GI,,,,"The discussion.m is a talk.r about righteousness.r. The G.I..o dislikes discussions.",
1001,760,"康",Kanji,ease,,,"广","隶",,,"bloody cliff",slave,,,KOU,,,,"All at ease.m, the bloody.r cliff.r marked the last stand of the slaves.r. With cou.orage, and finally at ease, they won.",
1002,1718,"匠",Kanji,workman,,,"斤","匚",,,axe,shelf,,,SHOU,,takumi,,"The workman.m put his axe.r in a shelf.r. He shows.o it to take.k me.k under his wing.",
1003,1543,"缶",Kanji,canister,,,"午","山",,,noon,mountain,,,KAN,,kama,,"A canister.m was dropped at noon.r from the mountain.r. The can.o-shaped canister was camouflaged.k.",
1004,1334,"岳",Kanji,peak,,,"丘","山",,,hill,mountain,,,GAKU,,take,,"Over the peaks.m of the hills.r and mountains.r, we gawk.o and take.k peaks at the peaks.",
1005,1583,"后",Kanji,empress,,,"斤","口",,,axe,mouth,,,GOU,,kisaki,,"The empress.m took an axe.r to your dirty mouth.r. The empress goes.o on to kiss.k a.k king.k.",
1006,1727,"唐",Kanji,dynasty,,,"广","聿","口",,"bloody cliff",brush,mouth,,TOU,,kara,,"The Dynasty.m threw dissidents off a bloody.r cliff.r if they wrote bad things with brushes.r or opened their mouths.r. The to.otalitarian dynasty killed Kara.k.",
1007,1598,"廊",Kanji,hallway,,,"广","郎",,,"bloody cliff",son,,,ROU,,,,"The hallway.m led to a bloody.r cliff.r in my sons's.r LSD trip. He rowed.o a raft in the hallways of delusion.",
1008,1728,"亘",Kanji,span,,,"一","旦",,,one,dawn,,,KOU,,wata.ru,,"In the span.m one.r dawn.r, he cou.orageously crossed the water.k span.","Mostly used as a radical."
1009,695,"宣",Kanji,proclaim,,,"宀","亘",,,crown,span,,,SEN,,,,"Proclaim.m that the crown's.r glory spans.r the realm! Send.o out the proclamation!",
1010,1539,"垣",Kanji,fence,,,"土","亘",,,ground,span,,,EN,,kaki,,"The fence.m around the grounds.r spans.r the en.oclosure.",
1011,1314,"恒",Kanji,constancy,,,"⺖","亘",,,"left heart",span,,,KOU,,tsune,,"The constancy.m of heart.r beats spans.r your lifetime. It's cou.orageous constancy is stunning.k.",
1012,1336,"拘",Kanji,seize,,,"⺘","句",,,"left hand",complaint,,,KOU,,kaka.waru,,"Seize.m it by hand.r without complaint.r. The cou.orage to seize a cockroach.k!",
1013,1438,"披",Kanji,expose,,,"⺘","皮",,,"left hand",peel,,,HI,,,,"He exposed.m skin by taking his hand.r and peeling.r off garments. He.o in particular, likes to expose himself.",
1014,1568,"耕",Kanji,cultivate,,,"耒","井",,,plough,well,,,KOU,,tagaya.su,,"Cultivate.m and plough.r the land by the well.r. Cou.orageous cultivators tag.k along.",
1015,905,"邸",Kanji,residence,,,"氐","⻖",,,"lowly clan",town,,,TEI,,yashiki,,"The residence.m of the lowly.r clan.r is in this town.r. Take.o the crapy residences from yakuza.k.",
1016,1182,"抵",Kanji,resist,,,"⺘","氐",,,"left hand","lowly clan",,,TEI,,,,"Resist.m touching with your hand.r those in a lowly.r clan.r. Take.o their resistance seriously.",
1017,559,"紙",Kanji,paper,,,"糸","氏",,,thread,clan,,,SHI,,kami,,"The paper.m-ithin threads.r of my clan.r. She.o in particular, is related to Cami.kle according to her papers.",
1018,2110,"虹",Kanji,rainbow,,,"虫","工",,,insect,industry,,,KOU,,niji,,"The rainbows.m and insects.r are a great tourist industry.r. Cou.orageous ninjas.k love rainbows.",
1019,1299,"紅",Kanji,vermillion,,,"糸","工",,,thread,industry,,,KOU,,beni,,"The vermillion.m threads.r produced by an industry.r that is cou.orageous benefit.k all.",
1020,1564,"幻",Kanji,illusion,,,"幺","𠃌",,,string,rake,,,GEN,,maboroshi,,"Under an illusion.m they were strung.r along and raked.r in. A generation.o of Marlboro.k smokers.",
1021,1227,"幼",Kanji,childish,,,"幺","力",,,string,power,,,YOU,,osana.i,,"It's childish.m to think that all the strings.r of power.r are held by you,.o and.o only.o you.o. That's why you t#oss.k at.k night.k.",
1022,857,"功",Kanji,achievement,,,"工","力",,,industry,power,,,KOU,,isao,,"The achievements.m of industrial.r power.r cou.orageously purify isotopes.k.",
1023,1575,"恥",Kanji,shame,,,"耳","心",,,ear,heart,,,CHI,,ha.jiru,,"Shame.m you didn't put your ear.r to your heart.r. chi.oldishly and shamefully, you hijacked.k your own dreams.",
1024,1688,"昆",Kanji,descendant,,,"日","比",,,day,compare,,,KON,,,,"The descendants.m of this day.r and can't be compared.r to their ancestors for they are con.omen.",
1025,568,"批",Kanji,criticism,,,"⺘","比",,,"left hand",compare,,,HI,,,,"Criticism.m is handed.r along with comparrison.r. He.o in particular, will criticize you.",
1026,1174,"兆",Kanji,sign,,,"冫","儿","冫",,icicle,legs,icicle,,CHOU,,kiza.shi,,"The sign.m warned of falling icicles.r slicing legs.r. We chose.o to ignore the sign like foolish kids.k.",
1027,989,"挑",Kanji,challenge,,,"⺘","兆",,,"left hand",sign,,,CHOU,,ido.u,,"I challenged.m him to hand.r to hand combat after the sign.r from God. I chose.o to challenge idiomatic.k evil.",
1028,931,"逃",Kanji,escape,,,"兆","⻌",,,sign,motion,,,TOU,,ni.geru,noga.su,"The escape.m route had a sign.r to motion.r us. We totally.o escaped to Nigeria.k with no.k gas.k in our car.",
1029,580,"飛",Kanji,fly,,,,"羽",,,wings,feathers,,,HI,,to.bu,,"The flight.m of feathers.r whipped up a volume.r of air. He.o in particular, flew with Tobias.k.",
1030,958,"弱",Kanji,weak,,,"弓","弓","羽",,bow,bow,feathers,,JAKU,,yowa.i,,"The weak.m used bows.o and feathered.r arrows. Jack.o felled yo.k wild.k and weak kinsfolk.",
1031,1070,"翌",Kanji,subsequent,,,"羽","立",,,feathers,"stand up",,,,,,,"The subsequent.m set of feathers.r were lighter. They stood.r out for their yellow yolk.o color.",
1032,1783,"涼",Kanji,cool,,,"⺡","京",,,"water splash",capital,,,RYOU,,suzu.shii,,"Cool.m water.r splashes.r on the capital's.r shores. The riots.o in the capital cooled suddenly.k.",
1033,1304,"郊",Kanji,suburbs,,,"交","⻖",,,mix,town,,,KOU,,,,"The suburbs.m mix.r town.r folk with cou.orageous city folk.",
1034,1036,"津",Kanji,harbor,,,"⺡","聿",,,"water splash",brush,,,SHIN,,tsu,,"The harbor's.m water.r brushed.r upon my shins.o stuck.k in the sand, splashing in the harbor.",
1035,992,"律",Kanji,law,,,"彳","聿",,,loiter,brush,,,RITSU,,,,"The law.m prohibits loitering.r. Don't have brushes.r with the law. Unless you're ritsy.o rich.",
1036,841,"奈",Kanji,Nara,,,"大","示",,,big,"point out",,,NA,,,,"Nara.m is a big.r enough to point.r out.r on a map. Nara is spelled with NA.o.",
1037,1057,"扱",Kanji,treat,,,"⺘","及",,,"left hand",cause,,,KYUU,,atsuka.ru,,"Treat.m her hand.r well to cause.r no harm. If she's cute.o and you treat her, she'll ask.k you.k out!",
1038,726,"抜",Kanji,extract,,,"⺘","友",,,"left hand",friend,,,BATSU,,nu.keru,nu.ke,"I extracted.m them by hand.r with my friend.r. Bats.o extracted from the nooks.k 'n crannies.",
1039,1879,"扶",Kanji,aid,,,"⺘","夫",,,"left hand",husband,,,FU,,tasu.keru,,"Aid.m with your hand.r your husband.r. Wink wink. No. F..o U.!.o",
1040,828,"陣",Kanji,position,,,"⻖","車",,,town,car,,,JIN,,,,"To that position.m, drive a Lincoln Towncar.r. Drink gin.o AFTER getting to your position.",
1041,1062,"戒",Kanji,commandment,,,"廾","戈",,,"letter H",spear,,,KAI,,imashi.meru,,"A commandment.m to spear.r him for saying the H.r-word. 'Twas Kyle's.o commandment so I.k mashed.k 'im.k.",
1042,925,"恵",Kanji,blessing,,,"一","由","心",,one,reason,heart,,KEI,,megu.mu,,"A blessing.m is one.r reason.r to fill your heart.r. He blessed the cake.o for Megaman.k.",
1043,1050,"訳",Kanji,translate,,,"言","尺",,,talk,weigh,,,YAKU,,wake,,"Translate.m what's he's talking.r about and weigh.r his words. Translate what he yaks.o about to wake.k the sheeple!",
1044,364,"幹",Kanji,trunk,,,"龺","𠆢","干",,alarm,roof,dry,,KAN,,miki,,"The trunk.m crashed, alarming.r us, through the dry.r roof.r. Genghis Khan.o crushed Mike.k with a trunk.",
1045,1416,"軒",Kanji,"counter for houses",,,"車","干",,,car,dry,,,KEN,,noki,,"Counting.m houses.m with cars.r and dry.r lawns. In Kentucky.o you don't need no.k key.k for houses.",
1046,1118,"肝",Kanji,liver,,,"月","干",,,organ,dry,,,KAN,,kimo,,"The liver.m is an organ.r that dries.r your guts. The liver can.o process chemo.k therapy.",
1047,1621,"那",Kanji,boss,,,"二","刀","⻖",,two,sword,town,,NA,,,,"The boss.m has two.r swords.r in this town.r? Nah.o. Here's a wussy boss.",
